CountryName,Month,RepressionEvents,RepressionFatalities,StringencyIndex,EconomicSupportIndex,PoliticalViolenceEvents,Year,AnnualDemonstrations
Costa Rica,2021-09-30,1,0,54.31666666666667,25.0,4.0,2021,203.0
Costa Rica,2021-10-31,1,0,52.042903225806455,25.0,3.0,2021,203.0
Costa Rica,2021-11-30,2,0,49.199333333333335,25.0,2.0,2021,203.0
Costa Rica,2022-05-31,1,0,11.11,25.0,2.0,2022,169.0
Costa Rica,2022-10-31,1,0,11.11,0.0,1.0,2022,169.0
Croatia,2020-05-31,1,0,72.7883870967742,87.5,3.0,2020,131.0
Croatia,2020-10-31,1,0,29.238064516129032,52.016129032258064,2.0,2020,131.0
Croatia,2021-02-28,1,0,47.21999999999999,37.5,2.0,2021,175.0
Croatia,2021-12-31,1,0,38.07645161290322,62.5,1.0,2021,175.0
Croatia,2022-07-31,1,0,11.11,0.0,0.0,2022,111.0
Croatia,2022-09-30,1,0,11.109999999999998,0.0,0.0,2022,111.0
Cuba,2020-01-31,1,0,1.433548387096774,0.0,2.0,2020,48.0
Cuba,2020-03-31,4,0,30.02,0.0,2.0,2020,48.0
Cuba,2020-04-30,3,0,76.234,43.333333333333336,3.0,2020,48.0
Cuba,2020-05-31,2,0,94.98258064516129,51.20967741935484,4.0,2020,48.0
Cuba,2020-06-30,6,1,93.981,50.0,7.0,2020,48.0
Cuba,2020-07-31,3,0,69.6548387096774,50.0,5.0,2020,48.0
Cuba,2020-08-31,10,1,78.46677419354837,50.0,12.0,2020,48.0
Cuba,2020-09-30,12,0,85.61666666666666,50.0,13.0,2020,48.0
Cuba,2020-10-31,6,1,68.12741935483872,50.0,12.0,2020,48.0
Cuba,2020-11-30,11,0,59.53733333333333,50.0,8.0,2020,48.0
Cuba,2020-12-31,2,0,56.48,50.0,2.0,2020,48.0
Cuba,2021-01-31,6,0,72.25,50.0,5.0,2021,153.0
Cuba,2021-02-28,7,0,79.49714285714286,50.0,5.0,2021,153.0
Cuba,2021-03-31,8,0,79.63,50.0,7.0,2021,153.0
Cuba,2021-04-30,8,0,79.62999999999998,50.0,9.0,2021,153.0
Cuba,2021-05-31,8,0,79.61419354838709,50.0,8.0,2021,153.0
Cuba,2021-06-30,6,0,76.296,50.0,6.0,2021,153.0
Cuba,2021-07-31,53,0,71.76,50.0,28.0,2021,153.0
Cuba,2021-08-31,4,0,71.76,50.0,2.0,2021,153.0
Cuba,2021-09-30,3,0,70.248,50.0,3.0,2021,153.0
Cuba,2021-11-30,10,0,48.54933333333334,37.5,14.0,2021,153.0
Cuba,2021-12-31,4,0,24.788387096774194,48.79032258064516,4.0,2021,153.0
Cuba,2022-01-31,5,0,24.914516129032258,50.0,3.0,2022,210.0
Cuba,2022-02-28,6,0,22.304285714285715,50.0,8.0,2022,210.0
Cuba,2022-03-31,8,0,22.276129032258066,50.0,9.0,2022,210.0
Cuba,2022-04-30,3,0,19.14333333333333,50.0,4.0,2022,210.0
Cuba,2022-05-31,3,0,18.280967741935484,50.0,7.0,2022,210.0
Cuba,2022-06-30,4,0,11.109999999999998,50.0,5.0,2022,210.0
Cuba,2022-07-31,14,0,11.11,50.0,13.0,2022,210.0
Cuba,2022-08-31,15,0,11.11,50.0,3.0,2022,210.0
Cuba,2022-09-30,8,0,11.109999999999998,50.0,6.0,2022,210.0
Cuba,2022-10-31,15,0,11.11,50.0,9.0,2022,210.0
Cuba,2022-11-30,4,0,11.109999999999998,50.0,4.0,2022,210.0
Cuba,2022-12-31,8,0,11.11,6.451612903225806,8.0,2022,210.0
Cyprus,2020-03-31,1,0,45.51806451612903,77.41935483870968,3.0,2020,234.0
Cyprus,2020-07-31,2,0,48.20645161290323,100.0,1.0,2020,234.0
Cyprus,2020-08-31,1,0,48.11677419354838,100.0,1.0,2020,234.0
Cyprus,2020-12-31,1,0,71.26354838709678,100.0,1.0,2020,234.0
Cyprus,2021-01-31,1,0,81.3016129032258,100.0,1.0,2021,332.0
Cyprus,2021-04-30,1,0,64.87666666666667,100.0,0.0,2021,332.0
Cyprus,2021-05-31,1,0,66.84645161290322,100.0,2.0,2021,332.0
Cyprus,2021-06-30,1,0,53.258,100.0,1.0,2021,332.0
Cyprus,2021-11-30,1,0,46.291666666666664,100.0,2.0,2021,332.0
Cyprus,2021-12-31,1,0,44.13709677419355,100.0,4.0,2021,332.0
Cyprus,2022-03-31,1,0,42.552580645161285,100.0,1.0,2022,394.0
Cyprus,2022-05-31,1,0,26.261935483870968,100.0,4.0,2022,394.0
Cyprus,2022-06-30,1,0,11.109999999999998,100.0,0.0,2022,394.0
Cyprus,2022-07-31,1,0,11.11,100.0,3.0,2022,394.0
Cyprus,2022-10-31,1,0,11.11,100.0,6.0,2022,394.0
Czech Republic,2020-02-29,1,0,16.861034482758622,0.0,0.0,2020,220.0
Czech Republic,2020-05-31,1,0,51.91129032258065,100.0,1.0,2020,220.0
Czech Republic,2020-07-31,1,0,35.93064516129032,62.5,0.0,2020,220.0
Czech Republic,2020-09-30,1,0,38.24133333333334,62.5,0.0,2020,220.0
Czech Republic,2020-10-31,1,0,54.30225806451613,62.5,0.0,2020,220.0
Czech Republic,2020-12-31,1,0,66.5783870967742,62.5,0.0,2020,220.0
Czech Republic,2021-03-31,4,0,80.85225806451614,62.5,1.0,2021,255.0
Czech Republic,2021-04-30,2,0,68.51933333333334,62.5,0.0,2021,255.0
Czech Republic,2021-06-30,6,1,50.12266666666667,37.5,1.0,2021,255.0
Czech Republic,2021-08-31,2,0,40.255806451612905,75.0,0.0,2021,255.0
Czech Republic,2021-12-31,1,0,42.046129032258065,87.5,0.0,2021,255.0
Czech Republic,2022-01-31,1,0,37.71193548387097,61.693548387096776,0.0,2022,301.0
Czech Republic,2022-02-28,3,0,36.57821428571429,37.5,0.0,2022,301.0
Czech Republic,2022-03-31,3,0,32.74354838709677,37.5,0.0,2022,301.0
Czech Republic,2022-04-30,3,0,15.807333333333334,37.5,0.0,2022,301.0
Czech Republic,2022-06-30,1,0,14.81,37.5,0.0,2022,301.0
Czech Republic,2022-07-31,2,0,14.81,37.5,1.0,2022,301.0
Czech Republic,2022-08-31,2,0,11.348709677419356,2.4193548387096775,0.0,2022,301.0
Czech Republic,2022-10-31,1,0,11.11,0.0,1.0,2022,301.0
Democratic Republic of Congo,2020-01-31,20,2,0.0,0.0,204.0,2020,655.0
Democratic Republic of Congo,2020-02-29,17,8,0.9586206896551723,0.0,173.0,2020,655.0
Democratic Republic of Congo,2020-03-31,15,3,33.78258064516129,25.0,186.0,2020,655.0
Democratic Republic of Congo,2020-04-30,26,10,80.09666666666666,38.333333333333336,225.0,2020,655.0
Democratic Republic of Congo,2020-05-31,24,11,80.56,50.0,267.0,2020,655.0
Democratic Republic of Congo,2020-06-30,26,22,80.56,50.0,231.0,2020,655.0
Democratic Republic of Congo,2020-07-31,49,3,72.49548387096775,50.0,236.0,2020,655.0
Democratic Republic of Congo,2020-08-31,17,8,48.74612903225807,50.0,196.0,2020,655.0
Democratic Republic of Congo,2020-09-30,21,10,45.65133333333333,46.666666666666664,266.0,2020,655.0
Democratic Republic of Congo,2020-10-31,16,6,42.980645161290326,0.0,237.0,2020,655.0
Democratic Republic of Congo,2020-11-30,17,2,22.219999999999995,0.0,226.0,2020,655.0
Democratic Republic of Congo,2020-12-31,14,5,23.503870967741936,0.0,257.0,2020,655.0
Democratic Republic of Congo,2021-01-31,24,10,29.539354838709677,0.0,283.0,2021,593.0
Democratic Republic of Congo,2021-02-28,15,4,42.72714285714285,0.0,237.0,2021,593.0
Democratic Republic of Congo,2021-03-31,13,4,30.436774193548384,0.0,217.0,2021,593.0
Democratic Republic of Congo,2021-04-30,28,3,30.462333333333333,0.0,268.0,2021,593.0
Democratic Republic of Congo,2021-05-31,7,10,34.585483870967735,11.290322580645162,229.0,2021,593.0
Democratic Republic of Congo,2021-06-30,11,9,39.50666666666667,25.0,193.0,2021,593.0
Democratic Republic of Congo,2021-07-31,9,3,40.47096774193549,25.0,222.0,2021,593.0
Democratic Republic of Congo,2021-08-31,16,12,37.96,25.0,264.0,2021,593.0
Democratic Republic of Congo,2021-09-30,21,8,37.96,25.0,316.0,2021,593.0
Democratic Republic of Congo,2021-10-31,10,3,37.96,45.96774193548387,287.0,2021,593.0
Democratic Republic of Congo,2021-11-30,23,22,45.184666666666665,2.5,457.0,2021,593.0
Democratic Republic of Congo,2021-12-31,22,9,39.513225806451615,50.806451612903224,377.0,2021,593.0
Democratic Republic of Congo,2022-01-31,23,16,40.140967741935484,0.0,488.0,2022,432.0
Democratic Republic of Congo,2022-02-28,23,25,36.57,0.0,369.0,2022,432.0
Democratic Republic of Congo,2022-03-31,14,18,36.839999999999996,0.0,343.0,2022,432.0
Democratic Republic of Congo,2022-04-30,18,12,29.796,0.0,226.0,2022,432.0
Democratic Republic of Congo,2022-05-31,11,3,30.651612903225804,0.0,221.0,2022,432.0
Democratic Republic of Congo,2022-06-30,14,9,30.692666666666664,0.0,261.0,2022,432.0
Democratic Republic of Congo,2022-07-31,16,9,25.87516129032258,0.0,250.0,2022,432.0
Democratic Republic of Congo,2022-08-31,14,8,35.15161290322581,0.0,205.0,2022,432.0
Democratic Republic of Congo,2022-09-30,10,1,28.546666666666667,0.0,147.0,2022,432.0
Democratic Republic of Congo,2022-10-31,21,14,25.0,0.0,205.0,2022,432.0
Democratic Republic of Congo,2022-11-30,15,9,25.0,0.0,243.0,2022,432.0
Democratic Republic of Congo,2022-12-31,9,4,25.0,0.0,229.0,2022,432.0
Denmark,2020-01-31,2,0,0.0,0.0,0.0,2020,571.0
Denmark,2020-03-31,4,0,52.627419354838715,27.822580645161292,2.0,2020,571.0
Denmark,2020-05-31,1,0,66.10096774193549,87.5,1.0,2020,571.0
Denmark,2020-06-30,1,0,58.05866666666667,87.5,7.0,2020,571.0
Denmark,2020-07-31,1,0,57.41,87.5,5.0,2020,571.0
Denmark,2020-08-31,1,0,53.7,87.5,7.0,2020,571.0
Denmark,2020-09-30,3,0,51.205333333333336,87.5,1.0,2020,571.0
Denmark,2020-10-31,1,0,46.8658064516129,87.5,0.0,2020,571.0
Denmark,2020-11-30,1,0,47.25366666666667,93.75,0.0,2020,571.0
Denmark,2020-12-31,2,0,50.17774193548387,100.0,0.0,2020,571.0
Denmark,2021-01-31,2,0,68.12935483870969,62.903225806451616,0.0,2021,833.0
Denmark,2021-02-28,2,0,66.4025,50.0,0.0,2021,833.0
Denmark,2021-03-31,5,0,63.13903225806452,50.0,0.0,2021,833.0
Denmark,2021-04-30,1,0,64.85600000000001,50.0,0.0,2021,833.0
Denmark,2021-05-31,5,0,59.351612903225806,50.0,0.0,2021,833.0
Denmark,2021-06-30,1,0,50.849333333333334,50.0,1.0,2021,833.0
Denmark,2021-07-31,2,0,43.36129032258064,37.5,0.0,2021,833.0
Denmark,2021-09-30,1,0,22.898000000000003,7.5,0.0,2021,833.0
Denmark,2021-10-31,1,0,20.37,0.0,0.0,2021,833.0
Denmark,2021-11-30,2,0,25.891333333333332,0.0,0.0,2021,833.0
Denmark,2021-12-31,3,0,31.82161290322581,0.0,0.0,2021,833.0
Denmark,2022-01-31,3,0,34.0958064516129,0.0,0.0,2022,373.0
Denmark,2022-03-31,2,0,13.620967741935484,0.0,0.0,2022,373.0
Denmark,2022-04-30,3,0,11.109999999999998,0.0,0.0,2022,373.0
Denmark,2022-05-31,7,0,11.11,0.0,0.0,2022,373.0
Denmark,2022-06-30,5,0,11.109999999999998,0.0,0.0,2022,373.0
Denmark,2022-09-30,1,0,11.109999999999998,0.0,0.0,2022,373.0
Denmark,2022-10-31,1,0,11.11,0.0,0.0,2022,373.0
Denmark,2022-11-30,2,0,11.109999999999998,0.0,0.0,2022,373.0
Djibouti,2020-06-30,5,0,59.26,12.5,5.0,2020,30.0
Djibouti,2020-07-31,1,0,55.229354838709675,12.5,0.0,2020,30.0
Djibouti,2021-01-31,1,1,39.75354838709678,12.5,2.0,2021,20.0
Djibouti,2021-02-28,1,0,37.96,12.5,0.0,2021,20.0
Djibouti,2021-04-30,1,0,37.343333333333334,12.5,0.0,2021,20.0
Djibouti,2021-08-31,4,0,43.52,12.5,9.0,2021,20.0
Djibouti,2022-05-31,3,0,39.81,0.0,3.0,2022,5.0
Djibouti,2022-12-31,1,0,2.78,0.0,0.0,2022,5.0
Dominica,2021-04-30,1,0,30.56,25.0,0.0,2021,13.0
Dominica,2021-05-31,1,0,30.56,10.483870967741936,1.0,2021,13.0
Dominican Republic,2020-01-31,2,2,0.0,0.0,1.0,2020,64.0
Dominican Republic,2020-02-29,2,0,0.0,0.0,5.0,2020,64.0
Dominican Republic,2020-03-31,1,0,46.324516129032254,4.032258064516129,2.0,2020,64.0
Dominican Republic,2020-06-30,2,0,86.66900000000001,25.0,1.0,2020,64.0
Dominican Republic,2020-08-31,1,0,78.7,25.0,1.0,2020,64.0
Dominican Republic,2021-03-31,1,2,62.04,25.0,2.0,2021,54.0
Dominican Republic,2021-04-30,1,0,66.48166666666667,25.0,1.0,2021,54.0
Dominican Republic,2021-06-30,1,0,62.96,12.5,1.0,2021,54.0
Dominican Republic,2022-01-31,1,0,47.00419354838709,0.0,4.0,2022,94.0
Dominican Republic,2022-02-28,3,1,30.3525,0.0,4.0,2022,94.0
Dominican Republic,2022-03-31,1,1,8.33,0.0,4.0,2022,94.0
Dominican Republic,2022-04-30,3,1,7.591333333333334,0.0,5.0,2022,94.0
Dominican Republic,2022-05-31,2,0,5.56,0.0,7.0,2022,94.0
Dominican Republic,2022-06-30,1,1,5.56,0.0,4.0,2022,94.0
Dominican Republic,2022-07-31,1,0,5.56,0.0,4.0,2022,94.0
Dominican Republic,2022-08-31,1,1,5.56,0.0,1.0,2022,94.0
Dominican Republic,2022-09-30,1,1,5.56,0.0,2.0,2022,94.0
Dominican Republic,2022-10-31,3,1,5.56,0.0,5.0,2022,94.0
Dominican Republic,2022-11-30,2,2,5.56,0.0,2.0,2022,94.0
Dominican Republic,2022-12-31,2,1,5.56,0.0,5.0,2022,94.0
Ecuador,2020-05-31,2,0,86.82709677419355,75.0,1.0,2020,393.0
Ecuador,2020-06-30,1,0,81.85,75.0,6.0,2020,393.0
Ecuador,2020-07-31,1,0,79.31612903225806,75.0,6.0,2020,393.0
Ecuador,2020-08-31,1,0,75.40354838709678,75.0,1.0,2020,393.0
Ecuador,2020-09-30,2,0,60.71033333333333,75.0,2.0,2020,393.0
Ecuador,2020-10-31,4,0,52.06258064516129,75.0,5.0,2020,393.0
Ecuador,2021-03-31,1,0,59.858064516129026,75.0,1.0,2021,499.0
Ecuador,2021-10-31,2,0,49.65387096774194,75.0,2.0,2021,499.0
Ecuador,2022-03-31,3,0,34.638064516129035,75.0,4.0,2022,1346.0
Ecuador,2022-04-30,1,0,29.482666666666667,75.0,2.0,2022,1346.0
Ecuador,2022-05-31,1,0,25.05548387096774,75.0,10.0,2022,1346.0
Ecuador,2022-06-30,12,0,28.811,75.0,11.0,2022,1346.0
Ecuador,2022-10-31,2,0,13.181612903225806,41.12903225806452,7.0,2022,1346.0
Ecuador,2022-12-31,1,0,11.11,0.0,11.0,2022,1346.0
Egypt,2020-01-31,7,3,0.0,0.0,36.0,2020,110.0
Egypt,2020-02-29,3,2,0.0,0.0,50.0,2020,110.0
Egypt,2020-03-31,8,15,33.00451612903226,16.129032258064516,39.0,2020,110.0
Egypt,2020-04-30,3,2,84.26,65.0,41.0,2020,110.0
Egypt,2020-05-31,1,0,84.85677419354839,75.0,69.0,2020,110.0
Egypt,2020-07-31,4,3,71.44612903225806,75.0,36.0,2020,110.0
Egypt,2020-08-31,4,2,75.93,75.0,62.0,2020,110.0
Egypt,2020-09-30,50,5,75.18866666666668,75.0,37.0,2020,110.0
Egypt,2020-10-31,1,0,70.37,64.51612903225806,37.0,2020,110.0
Egypt,2020-11-30,4,0,70.37000000000002,74.58333333333333,34.0,2020,110.0
Egypt,2020-12-31,2,4,70.37,75.0,46.0,2020,110.0
Egypt,2021-01-31,5,1,54.24258064516129,75.0,49.0,2021,35.0
Egypt,2021-02-28,3,2,48.15,75.0,30.0,2021,35.0
Egypt,2021-03-31,4,5,47.910645161290326,75.0,19.0,2021,35.0
Egypt,2021-04-30,2,1,44.43999999999999,75.0,24.0,2021,35.0
Egypt,2021-05-31,5,0,56.869677419354836,75.0,16.0,2021,35.0
Egypt,2021-06-30,2,0,42.592,75.0,13.0,2021,35.0
Egypt,2021-07-31,1,0,40.74,75.0,23.0,2021,35.0
Egypt,2021-08-31,1,0,40.74,75.0,22.0,2021,35.0
Egypt,2021-11-30,2,0,37.04,75.0,18.0,2021,35.0
Egypt,2022-02-28,1,0,39.78071428571428,75.0,16.0,2022,47.0
Egypt,2022-03-31,2,1,39.704193548387096,25.0,39.0,2022,47.0
Egypt,2022-05-31,1,0,39.5841935483871,19.35483870967742,9.0,2022,47.0
Egypt,2022-06-30,2,1,28.656,16.666666666666668,23.0,2022,47.0
Egypt,2022-07-31,4,2,15.986451612903227,25.0,16.0,2022,47.0
Egypt,2022-08-31,5,5,15.742903225806451,25.0,27.0,2022,47.0
Egypt,2022-09-30,2,3,11.261666666666665,25.0,7.0,2022,47.0
Egypt,2022-10-31,1,0,10.314193548387097,25.0,3.0,2022,47.0
Egypt,2022-12-31,3,0,13.339032258064515,50.0,6.0,2022,47.0
El Salvador,2020-03-31,2,0,54.59806451612903,10.483870967741936,19.0,2020,208.0
El Salvador,2020-04-30,3,0,90.74,50.0,87.0,2020,208.0
El Salvador,2020-05-31,1,1,98.92387096774193,71.7741935483871,23.0,2020,208.0
El Salvador,2020-07-31,1,3,89.81,75.0,31.0,2020,208.0
El Salvador,2020-08-31,1,0,87.42290322580645,75.0,23.0,2020,208.0
El Salvador,2020-09-30,2,1,72.50233333333334,75.0,29.0,2020,208.0
El Salvador,2021-01-31,1,0,47.012258064516125,75.0,49.0,2021,277.0
El Salvador,2021-08-31,1,1,32.41,25.0,28.0,2021,277.0
El Salvador,2021-10-31,1,0,31.241290322580646,32.25806451612903,32.0,2021,277.0
El Salvador,2022-03-31,1,0,25.995806451612903,0.0,90.0,2022,158.0
El Salvador,2022-04-30,1,1,29.604333333333333,0.0,24.0,2022,158.0
El Salvador,2022-09-30,3,1,23.335,0.0,11.0,2022,158.0
El Salvador,2022-11-30,1,1,26.85,0.0,12.0,2022,158.0
Eritrea,2020-02-29,1,1,0.0,0.0,1.0,2020,0.0
Eritrea,2020-11-30,1,0,82.41,25.0,5.0,2020,0.0
Eritrea,2021-01-31,1,0,89.81,50.0,1.0,2021,0.0
Eritrea,2021-10-31,1,0,47.22,0.0,1.0,2021,0.0
Eritrea,2022-03-31,1,0,55.09,0.0,2.0,2022,0.0
Estonia,2021-04-30,1,0,60.53933333333334,100.0,0.0,2021,114.0
Estonia,2021-08-31,1,1,22.940322580645162,0.0,1.0,2021,114.0
Ethiopia,2020-01-31,5,8,0.35870967741935483,0.0,22.0,2020,112.0
Ethiopia,2020-02-29,11,14,2.78,0.0,22.0,2020,112.0
Ethiopia,2020-03-31,3,13,25.6,0.0,19.0,2020,112.0
Ethiopia,2020-04-30,3,1,77.319,19.166666666666668,14.0,2020,112.0
Ethiopia,2020-05-31,9,9,80.56,25.0,23.0,2020,112.0
Ethiopia,2020-06-30,10,29,80.56,25.0,25.0,2020,112.0
Ethiopia,2020-07-31,7,11,80.56,45.16129032258065,16.0,2020,112.0
Ethiopia,2020-08-31,29,58,80.56,50.0,34.0,2020,112.0
Ethiopia,2020-09-30,4,8,78.70666666666666,50.0,16.0,2020,112.0
Ethiopia,2020-10-31,8,6,64.03774193548387,41.935483870967744,19.0,2020,112.0
Ethiopia,2020-11-30,20,107,53.518,0.0,243.0,2020,112.0
Ethiopia,2020-12-31,15,49,51.85,0.0,169.0,2020,112.0
Ethiopia,2021-01-31,18,210,51.85,0.0,160.0,2021,208.0
Ethiopia,2021-02-28,24,232,39.35,0.0,158.0,2021,208.0
Ethiopia,2021-03-31,10,13,42.08516129032258,0.0,164.0,2021,208.0
Ethiopia,2021-04-30,6,51,43.52,0.0,93.0,2021,208.0
Ethiopia,2021-05-31,12,12,43.52,0.0,38.0,2021,208.0
Ethiopia,2021-06-30,9,6,43.52,0.0,62.0,2021,208.0
Ethiopia,2021-07-31,8,8,43.52,0.0,110.0,2021,208.0
Ethiopia,2021-08-31,1,1,43.52,0.0,203.0,2021,208.0
Ethiopia,2021-09-30,8,5,43.52,0.0,127.0,2021,208.0
Ethiopia,2021-10-31,12,19,43.52,0.0,110.0,2021,208.0
Ethiopia,2021-11-30,19,138,43.52,0.0,208.0,2021,208.0
Ethiopia,2021-12-31,19,372,42.71290322580646,0.0,133.0,2021,208.0
Ethiopia,2022-01-31,14,111,40.74,0.0,118.0,2022,144.0
Ethiopia,2022-02-28,5,16,40.74,0.0,75.0,2022,144.0
Ethiopia,2022-03-31,12,32,40.74,0.0,95.0,2022,144.0
Ethiopia,2022-04-30,15,67,40.74,0.0,102.0,2022,144.0
Ethiopia,2022-05-31,16,51,37.39806451612903,0.0,70.0,2022,144.0
Ethiopia,2022-06-30,20,73,26.112000000000002,0.0,123.0,2022,144.0
Ethiopia,2022-07-31,29,76,38.35032258064516,0.0,94.0,2022,144.0
Ethiopia,2022-08-31,22,62,40.74,0.0,118.0,2022,144.0
Ethiopia,2022-09-30,12,66,40.74,0.0,145.0,2022,144.0
Ethiopia,2022-10-31,21,115,32.017419354838715,0.0,132.0,2022,144.0
Ethiopia,2022-11-30,12,134,19.44,0.0,129.0,2022,144.0
Ethiopia,2022-12-31,17,23,20.96451612903226,0.0,78.0,2022,144.0
Fiji,2021-04-30,1,0,57.039333333333325,54.166666666666664,0.0,2021,12.0
Fiji,2021-06-30,2,0,86.11,75.0,0.0,2021,12.0
Fiji,2021-07-31,1,0,86.11,75.0,1.0,2021,12.0
Fiji,2021-11-30,1,0,89.22333333333333,75.0,0.0,2021,12.0
Fiji,2021-12-31,1,0,86.98903225806451,75.0,0.0,2021,12.0
Finland,2020-01-31,1,0,0.896774193548387,0.0,0.0,2020,218.0
Finland,2020-06-30,1,0,39.50666666666666,71.66666666666667,2.0,2020,218.0
Finland,2020-08-31,1,0,33.5758064516129,75.0,3.0,2020,218.0
Finland,2020-09-30,2,0,32.41,75.0,0.0,2020,218.0
Finland,2020-10-31,1,0,35.90064516129033,75.0,0.0,2020,218.0
Finland,2020-12-31,1,0,51.47451612903226,75.0,0.0,2020,218.0
Finland,2021-01-31,1,0,52.31,75.0,0.0,2021,262.0
Finland,2021-03-31,2,0,52.31,75.0,0.0,2021,262.0
Finland,2021-04-30,3,0,52.31000000000001,75.0,0.0,2021,262.0
Finland,2021-05-31,2,0,52.31,75.0,0.0,2021,262.0
Finland,2021-06-30,3,0,48.399,75.0,1.0,2021,262.0
Finland,2021-08-31,2,0,38.28064516129032,75.0,0.0,2021,262.0
Finland,2021-09-30,1,0,32.827,75.0,0.0,2021,262.0
Finland,2021-10-31,1,0,24.07,75.0,0.0,2021,262.0
Finland,2021-11-30,6,0,25.051,75.0,0.0,2021,262.0
Finland,2021-12-31,2,0,36.0516129032258,75.0,0.0,2021,262.0
Finland,2022-02-28,3,0,22.6825,50.0,0.0,2022,348.0
Finland,2022-03-31,1,0,17.83161290322581,50.0,0.0,2022,348.0
Finland,2022-04-30,2,0,19.44,50.0,0.0,2022,348.0
Finland,2022-05-31,4,0,19.44,50.0,0.0,2022,348.0
Finland,2022-06-30,1,0,19.162333333333333,50.0,0.0,2022,348.0
Finland,2022-08-31,2,0,11.11,50.0,1.0,2022,348.0
Finland,2022-10-31,2,0,11.11,50.0,0.0,2022,348.0
France,2020-01-31,36,0,1.6141935483870968,0.0,8.0,2020,5348.0
France,2020-02-29,17,0,7.714482758620689,0.0,7.0,2020,5348.0
France,2020-03-31,9,0,65.73870967741935,51.61290322580645,21.0,2020,5348.0
France,2020-04-30,3,0,87.96,100.0,43.0,2020,5348.0
France,2020-05-31,19,0,80.0758064516129,95.16129032258064,4.0,2020,5348.0
France,2020-06-30,11,0,66.20166666666667,75.0,15.0,2020,5348.0
France,2020-07-31,1,0,48.09032258064516,75.0,5.0,2020,5348.0
France,2020-08-31,1,0,47.37419354838709,75.0,1.0,2020,5348.0
France,2020-09-30,6,0,48.394999999999996,75.0,2.0,2020,5348.0
France,2020-10-31,13,0,50.1658064516129,57.25806451612903,9.0,2020,5348.0
France,2020-11-30,16,0,78.33,50.0,15.0,2020,5348.0
France,2020-12-31,6,0,68.90741935483871,50.0,7.0,2020,5348.0
France,2021-01-31,11,0,63.89,50.0,2.0,2021,8544.0
France,2021-02-28,6,0,62.205714285714286,50.0,14.0,2021,8544.0
France,2021-03-31,6,0,66.87709677419355,50.0,6.0,2021,8544.0
France,2021-04-30,7,0,74.01266666666668,50.0,22.0,2021,8544.0
France,2021-05-31,16,0,60.72354838709678,50.0,15.0,2021,8544.0
France,2021-06-30,4,0,51.352666666666664,50.0,8.0,2021,8544.0
France,2021-07-31,14,0,41.15387096774194,50.0,3.0,2021,8544.0
France,2021-08-31,8,0,43.09903225806451,50.0,5.0,2021,8544.0
France,2021-09-30,18,0,43.42466666666667,25.0,23.0,2021,8544.0
France,2021-10-31,15,0,41.78032258064516,25.0,9.0,2021,8544.0
France,2021-11-30,9,0,40.99433333333333,25.0,6.0,2021,8544.0
France,2021-12-31,2,0,43.51709677419355,25.0,16.0,2021,8544.0
France,2022-01-31,11,0,46.902580645161294,25.0,4.0,2022,6557.0
France,2022-02-28,13,0,37.74214285714286,25.0,7.0,2022,6557.0
France,2022-03-31,11,0,23.429677419354835,10.483870967741936,19.0,2022,6557.0
France,2022-04-30,8,2,18.82,0.0,17.0,2022,6557.0
France,2022-05-31,5,0,18.812580645161287,0.0,11.0,2022,6557.0
France,2022-06-30,8,1,18.81,0.0,7.0,2022,6557.0
France,2022-07-31,10,0,18.800967741935484,0.0,37.0,2022,6557.0
France,2022-08-31,5,2,11.11,0.0,15.0,2022,6557.0
France,2022-09-30,6,0,11.109999999999998,0.0,6.0,2022,6557.0
France,2022-10-31,3,1,11.11,0.0,9.0,2022,6557.0
France,2022-11-30,9,0,11.109999999999998,0.0,3.0,2022,6557.0
France,2022-12-31,8,0,11.11,0.0,8.0,2022,6557.0
Gabon,2020-02-29,1,0,12.16655172413793,0.0,0.0,2020,28.0
Gabon,2020-04-30,2,0,77.40633333333334,71.66666666666667,0.0,2020,28.0
Gabon,2020-05-31,2,0,82.22838709677418,87.5,3.0,2020,28.0
Gabon,2020-06-30,1,0,84.26,87.5,0.0,2020,28.0
Gabon,2020-07-31,1,0,79.45096774193549,87.5,2.0,2020,28.0
Gabon,2020-10-31,1,0,74.82064516129033,87.5,0.0,2020,28.0
Gabon,2020-12-31,1,0,65.74,87.5,0.0,2020,28.0
Gabon,2021-04-30,1,0,68.52,50.0,1.0,2021,36.0
Gabon,2021-05-31,1,0,68.1,38.70967741935484,1.0,2021,36.0
Gabon,2021-09-30,1,1,60.27733333333333,39.166666666666664,1.0,2021,36.0
Gabon,2021-10-31,1,0,53.04677419354839,25.806451612903224,0.0,2021,36.0
Gabon,2021-11-30,3,0,50.18366666666667,36.666666666666664,2.0,2021,36.0
Gabon,2022-11-30,1,0,11.109999999999998,0.0,2.0,2022,47.0
Gambia,2020-04-30,1,0,78.7,0.0,2.0,2020,13.0
Gambia,2020-06-30,2,0,73.60833333333333,0.0,3.0,2020,13.0
Gambia,2022-08-31,1,1,13.89,0.0,1.0,2022,2.0
Gambia,2022-12-31,1,0,12.186129032258064,0.0,0.0,2022,2.0
Georgia,2020-01-31,7,0,2.1500000000000004,0.0,2.0,2020,861.0
Georgia,2020-02-29,3,0,19.44,0.0,1.0,2020,861.0
Georgia,2020-03-31,1,0,61.41096774193549,0.0,1.0,2020,861.0
